sensor_00,sensor_10,sensor_20,sensor_30,sensor_40,sensor_50,machine_status,datetime
2.372220815607476,3.577111,390.8524,696.7593,51.30208,34.43287,RECOVERING,2018-04-13 06:43:00
2.372220815607476,3.4741690000000003,390.6143,710.6481,50.52083,34.432868957519496,RECOVERING,2018-04-13 06:44:00
2.372220815607476,3.343711,392.8,639.8148,49.73958,34.432868957519496,RECOVERING,2018-04-13 06:45:00
2.372220815607476,3.560992,389.4914,678.2407,50.0,34.432868957519496,RECOVERING,2018-04-13 06:46:00
2.372220815607476,3.188151,390.3646,659.2593,50.0,34.432868957519496,RECOVERING,2018-04-13 06:47:00
2.372220815607476,3.045305,390.7753,693.9814,49.73958,34.432868957519496,RECOVERING,2018-04-13 06:48:00
2.372220815607476,2.924025,390.0525,683.7963,49.73958,34.432868957519496,RECOVERING,2018-04-13 06:49:00
2.372220815607476,2.859318,389.8025,687.9630000000001,49.73958,34.432868957519496,RECOVERING,2018-04-13 06:50:00
2.372220815607476,3.0008790000000003,390.9594,693.0555,49.47916,34.432868957519496,RECOVERING,2018-04-13 06:51:00
2.372220815607476,3.194037,389.2201,705.5555,50.52083,34.432868957519496,RECOVERING,2018-04-13 06:52:00
2.372220815607476,3.243651,390.8234,694.4445,52.08333,34.432868957519496,RECOVERING,2018-04-13 06:53:00
2.372220815607476,3.2339990000000003,391.698,697.2222,53.125,34.432868957519496,RECOVERING,2018-04-13 06:54:00
2.372220815607476,3.242338,388.9951,709.2593,53.125,34.432868957519496,RECOVERING,2018-04-13 06:55:00
2.372220815607476,3.139338,390.2039,711.574,52.08333,34.432868957519496,RECOVERING,2018-04-13 06:56:00
2.372220815607476,3.139338,388.9994,699.074,52.08333,34.432868957519496,RECOVERING,2018-04-13 06:57:00
2.372220815607476,3.438798,389.8135,678.2407,50.0,34.43287,RECOVERING,2018-04-13 06:58:00
2.372220815607476,3.236157,389.0495,700.0,49.73958,34.432868957519496,RECOVERING,2018-04-13 06:59:00
2.372220815607476,3.540752,390.1672,670.8333,49.21875,34.43287,RECOVERING,2018-04-13 07:00:00
2.372220815607476,3.540752,390.1672,670.8333,49.21875,34.43287,RECOVERING,2018-04-13 07:01:00
2.372220815607476,3.552202,388.2266,687.0369999999999,49.21875,33.85417,RECOVERING,2018-04-13 07:02:00
2.372220815607476,3.443337,390.6848,693.9814,48.69791,33.8541679382324,RECOVERING,2018-04-13 07:03:00
2.372220815607476,3.404025,390.2904,680.5555,48.69791,33.8541679382324,RECOVERING,2018-04-13 07:04:00
2.372220815607476,3.326575,390.8941,694.4445,48.69791,33.8541679382324,RECOVERING,2018-04-13 07:05:00
2.372220815607476,3.381209,392.3006,704.1666,48.4375,33.8541679382324,RECOVERING,2018-04-13 07:06:00
2.372220815607476,3.2821800000000003,389.1361,698.6111,47.91666,33.8541679382324,RECOVERING,2018-04-13 07:07:00
2.372220815607476,3.24243,389.8789,669.4445,47.39583,33.8541679382324,RECOVERING,2018-04-13 07:08:00
2.372220815607476,3.219884,391.7337,708.3333,46.875,33.85417,RECOVERING,2018-04-13 07:09:00
2.372220815607476,3.265961,391.7337,708.3333,45.83333,34.43287,RECOVERING,2018-04-13 07:10:00
2.372220815607476,3.248954,389.7772,702.3148,44.79166,34.7222213745117,RECOVERING,2018-04-13 07:11:00
2.372220815607476,3.321966,391.4022,695.3704,44.79166,35.01157,RECOVERING,2018-04-13 07:12:00
2.372220815607476,3.25126,389.4753,696.7593,45.3125,36.45833,RECOVERING,2018-04-13 07:13:00
2.372220815607476,3.170175,390.2173,706.0185,45.83333,37.61574,RECOVERING,2018-04-13 07:14:00
2.372220815607476,3.06956,388.9644,692.1296,46.09375,38.19444,RECOVERING,2018-04-13 07:15:00
2.372220815607476,3.024944,390.4163,675.4630000000001,47.39583,37.90509,RECOVERING,2018-04-13 07:16:00
2.372220815607476,2.918694,390.3349,687.9630000000001,48.17708,37.61574172973629,RECOVERING,2018-04-13 07:17:00
2.372220815607476,2.685147,389.9543,670.8333,48.17708,37.32639,RECOVERING,2018-04-13 07:18:00
2.372220815607476,2.37885,388.3035,715.7407,47.91666,36.74768,RECOVERING,2018-04-13 07:19:00
2.372220815607476,2.675973,389.3278,699.5369999999999,47.13541,36.4583320617676,RECOVERING,2018-04-13 07:20:00
2.372220815607476,2.443723,390.49300000000005,693.0555,46.61458,36.16898,RECOVERING,2018-04-13 07:21:00
2.372220815607476,2.563042,391.2767,700.0,46.61458,35.87963,RECOVERING,2018-04-13 07:22:00
2.372220815607476,2.767945,389.0016,700.0,46.875,35.87963,RECOVERING,2018-04-13 07:23:00
2.372220815607476,2.793207,390.3943,698.6111,47.91666,35.30093,RECOVERING,2018-04-13 07:24:00
2.372220815607476,2.630869,389.3564,699.5369999999999,48.17708,35.30093,RECOVERING,2018-04-13 07:25:00
2.372220815607476,3.09136,391.418,694.9074,48.17708,35.01157,RECOVERING,2018-04-13 07:26:00
2.372220815607476,3.119365,390.91,678.7037,48.4375,35.01157,RECOVERING,2018-04-13 07:27:00
2.372220815607476,3.157341,389.8774,692.5926,48.17708,34.72222,RECOVERING,2018-04-13 07:28:00
2.372220815607476,3.090046,390.3678,700.0,46.875,34.7222213745117,RECOVERING,2018-04-13 07:29:00
2.372220815607476,3.291463,390.7743,685.6481,45.57291,34.7222213745117,RECOVERING,2018-04-13 07:30:00
2.372220815607476,3.114647,390.731,700.9259,44.01041,34.7222213745117,RECOVERING,2018-04-13 07:31:00
2.372220815607476,3.186555,389.3721,687.9630000000001,42.96875,34.7222213745117,RECOVERING,2018-04-13 07:32:00
2.372220815607476,3.319309,390.3332,682.8704,41.92708,34.7222213745117,RECOVERING,2018-04-13 07:33:00
2.372220815607476,3.286951,390.7124,683.3333,40.88541,34.7222213745117,RECOVERING,2018-04-13 07:34:00
2.372220815607476,3.209948,388.6518,699.5369999999999,40.36458,34.7222213745117,RECOVERING,2018-04-13 07:35:00
2.372220815607476,3.103451,390.1406,705.5555,39.58333,34.7222213745117,RECOVERING,2018-04-13 07:36:00
2.372220815607476,3.185029,390.442,689.8148,39.0625,34.7222213745117,RECOVERING,2018-04-13 07:37:00
2.372220815607476,2.965728,391.6733,692.1296,38.80208,34.7222213745117,RECOVERING,2018-04-13 07:38:00
2.372220815607476,2.972864,390.2404,705.5555,38.28125,34.7222213745117,RECOVERING,2018-04-13 07:39:00
2.372220815607476,3.102611,390.0971,703.7037,38.02083,34.7222213745117,RECOVERING,2018-04-13 07:40:00
2.372220815607476,3.071727,389.1505,681.0185,38.02083,34.7222213745117,RECOVERING,2018-04-13 07:41:00
2.372220815607476,3.166447,391.4164,686.1111,38.02083,34.7222213745117,RECOVERING,2018-04-13 07:42:00
2.372220815607476,3.032963,389.6656,690.7407,38.28125,34.72222,RECOVERING,2018-04-13 07:43:00
2.372220815607476,3.078826,390.3814,693.9814,38.02083,34.43287,RECOVERING,2018-04-13 07:44:00
2.372220815607476,3.084548,390.0643,673.6111,38.28125,34.432868957519496,RECOVERING,2018-04-13 07:45:00
2.372220815607476,3.220414,384.7373,668.9814,38.02083,34.432868957519496,RECOVERING,2018-04-13 07:46:00
2.372220815607476,2.950183,390.2465,696.2963,38.02083,34.432868957519496,RECOVERING,2018-04-13 07:47:00
2.372220815607476,2.974505,389.427,678.2407,38.02083,34.432868957519496,RECOVERING,2018-04-13 07:48:00
2.372220815607476,2.877557,390.1116,708.3333,37.76041,34.432868957519496,RECOVERING,2018-04-13 07:49:00
2.372220815607476,2.768632,390.7451,677.7778,37.76041,34.432868957519496,RECOVERING,2018-04-13 07:50:00
2.372220815607476,2.768632,388.185,698.6111,37.76041,34.432868957519496,RECOVERING,2018-04-13 07:51:00
2.372220815607476,2.895709,390.0759,708.7963,37.5,34.432868957519496,RECOVERING,2018-04-13 07:52:00
2.372220815607476,2.93263,390.3626,722.2222,37.5,34.432868957519496,RECOVERING,2018-04-13 07:53:00
2.372220815607476,2.9784650000000004,388.5063,696.7593,37.5,34.43287,RECOVERING,2018-04-13 07:54:00
2.372220815607476,2.654071,389.5373,670.8333,37.5,33.85417,RECOVERING,2018-04-13 07:55:00
2.372220815607476,2.442535,390.6523,673.1481,37.5,33.8541679382324,RECOVERING,2018-04-13 07:56:00
2.372220815607476,2.445163,388.6247,715.2778,37.5,33.8541679382324,RECOVERING,2018-04-13 07:57:00
2.372220815607476,2.55722,389.2656,692.1296,36.97916,33.8541679382324,RECOVERING,2018-04-13 07:58:00
2.372220815607476,2.714639,390.2882,687.0369999999999,37.5,33.8541679382324,RECOVERING,2018-04-13 07:59:00
2.372220815607476,2.729069,389.2373,676.3889,36.97916,33.8541679382324,RECOVERING,2018-04-13 08:00:00
2.372220815607476,2.729069,389.2373,676.3889,36.97916,33.8541679382324,RECOVERING,2018-04-13 08:01:00
2.372220815607476,2.971837,390.1092,656.9445,37.5,33.8541679382324,RECOVERING,2018-04-13 08:02:00
2.372220815607476,2.756927,391.8461,675.9259,36.97916,33.8541679382324,RECOVERING,2018-04-13 08:03:00
2.372220815607476,3.016198,391.2193,676.8519,36.979164123535206,33.8541679382324,RECOVERING,2018-04-13 08:04:00
2.372220815607476,2.756932,390.6614,678.7037,36.97916,33.8541679382324,RECOVERING,2018-04-13 08:05:00
2.372220815607476,3.102546,391.8552,685.1852,37.5,33.8541679382324,RECOVERING,2018-04-13 08:06:00
2.372220815607476,2.975647,389.1906,687.5,36.97916,33.8541679382324,RECOVERING,2018-04-13 08:07:00
2.372220815607476,3.155598,389.9041,690.2778,36.979164123535206,33.8541679382324,RECOVERING,2018-04-13 08:08:00
2.372220815607476,3.114604,390.5738,703.2407,36.979164123535206,33.8541679382324,RECOVERING,2018-04-13 08:09:00
2.372220815607476,3.13198,390.0859,680.5555,36.979164123535206,33.8541679382324,RECOVERING,2018-04-13 08:10:00
2.372220815607476,3.155854,390.3797,704.1666,36.979164123535206,33.8541679382324,RECOVERING,2018-04-13 08:11:00
2.372220815607476,3.248925,388.7308,709.2593,36.979164123535206,33.8541679382324,RECOVERING,2018-04-13 08:12:00
2.372220815607476,3.121596,390.7506,692.1296,36.979164123535206,33.8541679382324,RECOVERING,2018-04-13 08:13:00
2.372220815607476,3.136689,390.7778,731.4814,36.979164123535206,33.8541679382324,RECOVERING,2018-04-13 08:14:00
2.372220815607476,3.035515,389.566,697.6852,36.97916,33.85417,RECOVERING,2018-04-13 08:15:00
2.372220815607476,2.974751,390.1428,710.6481,36.71875,34.43287,RECOVERING,2018-04-13 08:16:00
2.372220815607476,2.929681,391.5779,717.1296,36.71875,34.432868957519496,RECOVERING,2018-04-13 08:17:00
2.372220815607476,2.886911,390.7255,712.5,36.71875,34.43287,RECOVERING,2018-04-13 08:18:00
2.372220815607476,2.846932,388.6878,695.3704,36.71875,33.85417,RECOVERING,2018-04-13 08:19:00
2.372220815607476,2.724601,390.5195,674.5369999999999,36.71875,33.85417,RECOVERING,2018-04-13 08:20:00
2.372220815607476,2.56249,389.878,647.6852,36.71875,34.43287,RECOVERING,2018-04-13 08:21:00
2.372220815607476,2.640914,390.7754,668.9814,36.71875,34.432868957519496,RECOVERING,2018-04-13 08:22:00
2.372220815607476,2.485942,391.6322,685.1852,36.45833,34.432868957519496,RECOVERING,2018-04-13 08:23:00
2.372220815607476,2.60644,390.1402,664.3519,36.4583320617676,34.432868957519496,RECOVERING,2018-04-13 08:24:00
2.372220815607476,2.2176240000000003,391.2183,719.4445,36.4583320617676,34.432868957519496,RECOVERING,2018-04-13 08:25:00
2.372220815607476,2.330777,388.9222,681.0185,36.4583320617676,34.432868957519496,RECOVERING,2018-04-13 08:26:00
2.372220815607476,2.109627,389.445,720.8333,36.4583320617676,34.432868957519496,RECOVERING,2018-04-13 08:27:00
2.372220815607476,2.2631080000000003,391.4809,687.9630000000001,36.4583320617676,34.432868957519496,RECOVERING,2018-04-13 08:28:00
2.372220815607476,2.0577080000000003,392.0881,710.1852,36.4583320617676,34.432868957519496,RECOVERING,2018-04-13 08:29:00
2.372220815607476,2.189778,389.6348,687.5,36.45833,34.432868957519496,RECOVERING,2018-04-13 08:30:00
2.372220815607476,2.103313,388.9045,693.9814,36.71875,34.432868957519496,RECOVERING,2018-04-13 08:31:00
2.372220815607476,2.140166,389.358,718.0555,36.45833,34.432868957519496,RECOVERING,2018-04-13 08:32:00
2.372220815607476,2.096938,388.3078,710.6481,36.4583320617676,34.432868957519496,RECOVERING,2018-04-13 08:33:00
2.372220815607476,2.036216,390.2585,699.074,36.4583320617676,34.432868957519496,RECOVERING,2018-04-13 08:34:00
2.372220815607476,2.036216,391.0256,670.8333,36.45833,34.432868957519496,RECOVERING,2018-04-13 08:35:00
2.372220815607476,2.099141,390.7393,675.4630000000001,36.19791,34.43287,RECOVERING,2018-04-13 08:36:00
2.372220815607476,2.258739,390.762,667.5926,36.197914123535206,34.72222,RECOVERING,2018-04-13 08:37:00
2.372220815607476,2.387532,389.3243,689.8148,36.197914123535206,34.7222213745117,RECOVERING,2018-04-13 08:38:00
2.372220815607476,2.587391,389.3041,692.1296,36.197914123535206,34.7222213745117,RECOVERING,2018-04-13 08:39:00
2.372220815607476,2.498664,389.8104,719.9074,36.197914123535206,34.7222213745117,RECOVERING,2018-04-13 08:40:00
2.372220815607476,2.666493,389.7668,678.7037,36.197914123535206,34.7222213745117,RECOVERING,2018-04-13 08:41:00
2.372220815607476,2.600448,389.8748,681.0185,36.197914123535206,34.7222213745117,RECOVERING,2018-04-13 08:42:00
2.372220815607476,2.704041,390.8935,701.8519,36.19791,34.7222213745117,RECOVERING,2018-04-13 08:43:00
2.372220815607476,2.632745,390.3564,696.2963,36.45833,34.7222213745117,RECOVERING,2018-04-13 08:44:00
2.372220815607476,2.483439,390.6413,687.5,36.4583320617676,34.7222213745117,RECOVERING,2018-04-13 08:45:00
2.372220815607476,2.491707,391.4371,712.9630000000001,36.45833,34.7222213745117,RECOVERING,2018-04-13 08:46:00
2.372220815607476,2.536623,391.5,676.8519,36.71875,34.7222213745117,RECOVERING,2018-04-13 08:47:00
2.372220815607476,2.546802,389.3141,653.7037,36.71875,34.7222213745117,RECOVERING,2018-04-13 08:48:00
2.372220815607476,2.387393,390.4664,652.7778,36.71875,34.7222213745117,RECOVERING,2018-04-13 08:49:00
2.372220815607476,2.509656,390.0803,704.6296,36.45833,34.7222213745117,RECOVERING,2018-04-13 08:50:00
2.372220815607476,2.48675,389.4932,722.2222,36.45833,34.7222213745117,RECOVERING,2018-04-13 08:51:00
2.372220815607476,2.785915,389.5553,712.9630000000001,35.67708,34.72222,RECOVERING,2018-04-13 08:52:00
2.372220815607476,2.868343,390.1256,672.2222,35.41666,35.01157,RECOVERING,2018-04-13 08:53:00
2.372220815607476,3.036377,390.0282,700.0,34.8958320617676,34.72222,RECOVERING,2018-04-13 08:54:00
2.372220815607476,3.180591,390.4853,717.5926,34.375,35.01157,RECOVERING,2018-04-13 08:55:00
2.372220815607476,3.2353080000000003,390.284,690.7407,34.89583,35.0115737915039,RECOVERING,2018-04-13 08:56:00
2.372220815607476,3.133126,388.8388,701.8519,35.15625,35.0115737915039,RECOVERING,2018-04-13 08:57:00
2.372220815607476,3.184301,392.2081,703.2407,35.41666,35.0115737915039,RECOVERING,2018-04-13 08:58:00
2.372220815607476,3.302931,389.2864,697.6852,35.416664123535206,35.0115737915039,RECOVERING,2018-04-13 08:59:00
2.372220815607476,3.173866,391.7162,683.3333,35.416664123535206,34.72222,RECOVERING,2018-04-13 09:00:00
2.372220815607476,3.173866,391.7162,683.3333,35.416664123535206,34.72222,RECOVERING,2018-04-13 09:01:00
2.372220815607476,3.2991330000000003,388.0087,682.8704,35.41666,35.01157,RECOVERING,2018-04-13 09:02:00
2.372220815607476,3.154071,390.5189,688.4259,35.15625,35.0115737915039,RECOVERING,2018-04-13 09:03:00
2.372220815607476,3.3141550000000004,391.0881,710.6481,34.89583,35.0115737915039,RECOVERING,2018-04-13 09:04:00
2.372220815607476,3.106186,390.301,694.9074,34.8958320617676,35.0115737915039,RECOVERING,2018-04-13 09:05:00
2.372220815607476,3.142409,391.5173,693.9814,34.89583,35.0115737915039,RECOVERING,2018-04-13 09:06:00
2.372220815607476,3.066063,390.7538,689.8148,35.15625,35.0115737915039,RECOVERING,2018-04-13 09:07:00
2.372220815607476,2.973504,391.6356,701.3889,35.15625,35.0115737915039,RECOVERING,2018-04-13 09:08:00
2.372220815607476,2.94464,389.6494,697.2222,35.15625,35.0115737915039,RECOVERING,2018-04-13 09:09:00
2.372220815607476,2.699843,391.7332,647.6852,35.15625,35.0115737915039,RECOVERING,2018-04-13 09:10:00
2.372220815607476,2.764101,391.042,692.5926,34.89583,35.0115737915039,RECOVERING,2018-04-13 09:11:00
2.372220815607476,2.710881,390.1449,692.1296,34.8958320617676,35.0115737915039,RECOVERING,2018-04-13 09:12:00
2.372220815607476,2.653864,390.6878,704.1666,34.89583,35.0115737915039,RECOVERING,2018-04-13 09:13:00
2.372220815607476,2.580633,391.8699,703.2407,35.15625,35.0115737915039,RECOVERING,2018-04-13 09:14:00
2.372220815607476,2.570178,391.4656,693.9814,35.15625,35.0115737915039,RECOVERING,2018-04-13 09:15:00
2.372220815607476,2.450139,390.0263,656.0185,35.41666,35.0115737915039,RECOVERING,2018-04-13 09:16:00
2.372220815607476,2.663251,390.8311,677.7778,35.416664123535206,35.01157,RECOVERING,2018-04-13 09:17:00
2.372220815607476,2.487443,389.877,703.7037,35.41666,35.0115737915039,RECOVERING,2018-04-13 09:18:00
2.372220815607476,2.425152,390.7287,681.0185,35.67708,35.0115737915039,RECOVERING,2018-04-13 09:19:00
2.372220815607476,2.414056,392.3158,704.1666,36.19791,35.01157,RECOVERING,2018-04-13 09:20:00
2.372220815607476,2.319888,389.4851,711.574,36.45833,35.30093,RECOVERING,2018-04-13 09:21:00
2.372220815607476,2.494873,388.0294,697.6852,36.4583320617676,35.01157,RECOVERING,2018-04-13 09:22:00
2.372220815607476,2.461942,389.7703,654.6296,36.4583320617676,35.01157,RECOVERING,2018-04-13 09:23:00
2.372220815607476,2.657587,389.749,687.0369999999999,36.4583320617676,35.30093,RECOVERING,2018-04-13 09:24:00
2.372220815607476,2.611966,391.5258,693.0555,36.45833,35.3009262084961,RECOVERING,2018-04-13 09:25:00
2.372220815607476,2.826913,391.0084,663.8889,36.19791,35.3009262084961,RECOVERING,2018-04-13 09:26:00
2.372220815607476,2.682831,391.1122,685.1852,36.197914123535206,35.3009262084961,RECOVERING,2018-04-13 09:27:00
2.372220815607476,2.659786,389.6617,680.0926,36.19791,35.3009262084961,RECOVERING,2018-04-13 09:28:00
2.372220815607476,2.354137,390.2474,697.2222,36.4583320617676,35.3009262084961,RECOVERING,2018-04-13 09:29:00
2.372220815607476,2.448988,389.899,696.2963,36.71875,35.3009262084961,RECOVERING,2018-04-13 09:30:00
2.372220815607476,2.338033,391.7002,718.5185,36.71875,35.3009262084961,RECOVERING,2018-04-13 09:31:00
2.372220815607476,3.081825,390.8132,679.1666,36.97916,35.3009262084961,RECOVERING,2018-04-13 09:32:00
2.372220815607476,3.056084,391.5131,679.1666,36.97916,35.3009262084961,RECOVERING,2018-04-13 09:33:00
2.372220815607476,3.181687,389.1637,679.1666,36.71875,35.3009262084961,RECOVERING,2018-04-13 09:34:00
2.372220815607476,3.043957,390.9567,738.4259,36.45833,35.3009262084961,RECOVERING,2018-04-13 09:35:00
2.372220815607476,2.994226,389.1046,675.4630000000001,36.4583320617676,35.3009262084961,RECOVERING,2018-04-13 09:36:00
2.372220815607476,2.892547,389.1119,714.8148,36.4583320617676,35.3009262084961,RECOVERING,2018-04-13 09:37:00
2.372220815607476,2.739559,389.9442,741.6666,36.4583320617676,35.3009262084961,RECOVERING,2018-04-13 09:38:00
2.372220815607476,2.6543360000000003,391.2051,677.7778,36.4583320617676,35.30093,RECOVERING,2018-04-13 09:39:00
2.372220815607476,2.398968,390.325,689.3519,36.45833,35.3009262084961,RECOVERING,2018-04-13 09:40:00
2.372220815607476,2.536526,390.8613,713.8889,36.71875,35.3009262084961,RECOVERING,2018-04-13 09:41:00
2.372220815607476,2.607898,389.3422,722.2222,36.97916,35.3009262084961,RECOVERING,2018-04-13 09:42:00
2.372220815607476,2.799564,389.8397,705.5555,36.97916,35.3009262084961,RECOVERING,2018-04-13 09:43:00
2.372220815607476,2.982718,389.6362,706.0185,37.5,35.3009262084961,RECOVERING,2018-04-13 09:44:00
2.372220815607476,3.0674900000000003,391.3477,703.7037,38.02083,35.3009262084961,RECOVERING,2018-04-13 09:45:00
2.372220815607476,3.242625,390.3898,693.0555,39.0625,35.30093,RECOVERING,2018-04-13 09:46:00
2.372220815607476,3.251107,391.0175,652.7778,39.58333,35.87963,RECOVERING,2018-04-13 09:47:00
2.372220815607476,3.382135,389.9714,664.3519,40.36458,35.30093,RECOVERING,2018-04-13 09:48:00
2.372220815607476,3.127358,389.2502,674.074,40.625,35.87963,RECOVERING,2018-04-13 09:49:00
2.372220815607476,3.032648,391.2061,678.2407,40.625,35.879631042480504,RECOVERING,2018-04-13 09:50:00
2.372220815607476,2.66204,390.19,694.4445,40.3645820617676,35.879631042480504,RECOVERING,2018-04-13 09:51:00
2.372220815607476,2.892759,389.9831,683.7963,40.10416,35.879631042480504,RECOVERING,2018-04-13 09:52:00
2.372220815607476,2.8105990000000003,390.0959,662.5,40.104164123535206,35.879631042480504,RECOVERING,2018-04-13 09:53:00
2.372220815607476,2.763094,390.9609,692.5926,40.104164123535206,35.879631042480504,RECOVERING,2018-04-13 09:54:00
2.372220815607476,2.568392,390.3643,685.1852,40.104164123535206,35.879631042480504,RECOVERING,2018-04-13 09:55:00
2.372220815607476,2.545587,390.4611,680.5555,40.10416,35.879631042480504,RECOVERING,2018-04-13 09:56:00
2.372220815607476,2.547949,391.4648,685.6481,39.58333,35.879631042480504,RECOVERING,2018-04-13 09:57:00
2.372220815607476,2.791029,389.937,726.8519,39.32291,35.879631042480504,RECOVERING,2018-04-13 09:58:00
2.372220815607476,2.86019,390.4547,700.0,39.322914123535206,35.879631042480504,RECOVERING,2018-04-13 09:59:00
2.372220815607476,3.068264,389.3847,692.5926,39.58333,35.879631042480504,RECOVERING,2018-04-13 10:00:00
2.372220815607476,3.068264,389.3847,692.5926,39.58333,35.879631042480504,RECOVERING,2018-04-13 10:01:00
2.372220815607476,3.004856,388.9018,704.6296,40.10416,35.879631042480504,RECOVERING,2018-04-13 10:02:00
2.372220815607476,2.771791,389.2994,708.7963,39.58333,35.879631042480504,RECOVERING,2018-04-13 10:03:00
2.372220815607476,2.834543,390.5728,712.5,39.5833320617676,35.879631042480504,RECOVERING,2018-04-13 10:04:00
2.372220815607476,2.978484,388.8683,696.7593,39.58333,35.879631042480504,RECOVERING,2018-04-13 10:05:00
2.372220815607476,2.981223,390.9309,652.3148,40.10416,35.87963,RECOVERING,2018-04-13 10:06:00
2.372220815607476,3.068731,391.3346,675.9259,40.3645820617676,36.16898,RECOVERING,2018-04-13 10:07:00
2.372220815607476,3.114656,390.6114,677.7778,40.625,36.1689796447754,RECOVERING,2018-04-13 10:08:00
2.372220815607476,3.095641,390.5167,681.0185,40.3645820617676,36.1689796447754,RECOVERING,2018-04-13 10:09:00
2.372220815607476,3.044509,390.9492,686.1111,40.10416,36.1689796447754,RECOVERING,2018-04-13 10:10:00
2.372220815607476,3.086053,392.5526,654.6296,39.5833320617676,36.1689796447754,RECOVERING,2018-04-13 10:11:00
2.372220815607476,3.162435,390.521,687.9630000000001,39.0625,36.1689796447754,RECOVERING,2018-04-13 10:12:00
2.372220815607476,3.1335,390.1167,678.2407,38.80208,36.1689796447754,RECOVERING,2018-04-13 10:13:00
2.372220815607476,3.155542,391.0586,686.1111,38.02083,36.1689796447754,RECOVERING,2018-04-13 10:14:00
2.372220815607476,2.908518,389.648,659.7222,37.76041,36.1689796447754,RECOVERING,2018-04-13 10:15:00
2.372220815607476,2.754672,390.7284,710.6481,36.97916,36.1689796447754,RECOVERING,2018-04-13 10:16:00
2.372220815607476,2.576288,389.7144,688.4259,36.71875,36.1689796447754,RECOVERING,2018-04-13 10:17:00
2.372220815607476,2.683453,392.0409,696.7593,36.71875,36.1689796447754,RECOVERING,2018-04-13 10:18:00
2.372220815607476,2.683453,391.5815,669.9074,36.71875,36.1689796447754,RECOVERING,2018-04-13 10:19:00
2.372220815607476,2.599365,391.111,700.0,36.4583320617676,36.1689796447754,RECOVERING,2018-04-13 10:20:00
2.372220815607476,2.45554,390.1913,679.1666,36.19791,36.1689796447754,RECOVERING,2018-04-13 10:21:00
2.372220815607476,2.537355,392.1482,683.7963,36.19791,36.16898,RECOVERING,2018-04-13 10:22:00
2.372220815607476,2.487859,389.5413,695.3704,35.67708,36.1689796447754,RECOVERING,2018-04-13 10:23:00
2.372220815607476,2.613126,387.736,705.5555,35.6770820617676,36.1689796447754,RECOVERING,2018-04-13 10:24:00
2.372220815607476,2.81372,389.5096,709.2593,35.67708,36.1689796447754,RECOVERING,2018-04-13 10:25:00
2.372220815607476,2.852334,390.0707,690.7407,36.45833,36.1689796447754,RECOVERING,2018-04-13 10:26:00
2.372220815607476,2.747286,391.4537,689.8148,36.71875,36.16898,RECOVERING,2018-04-13 10:27:00
2.372220815607476,2.638202,389.6865,692.5926,36.71875,36.45833,RECOVERING,2018-04-13 10:28:00
2.372220815607476,2.54543,389.709,694.9074,36.71875,36.4583320617676,RECOVERING,2018-04-13 10:29:00
2.372220815607476,2.51925,390.8367,703.7037,36.71875,36.4583320617676,RECOVERING,2018-04-13 10:30:00
2.372220815607476,2.4441740000000003,389.8938,708.7963,36.71875,36.4583320617676,RECOVERING,2018-04-13 10:31:00
2.372220815607476,2.511508,390.0775,687.5,36.45833,36.4583320617676,RECOVERING,2018-04-13 10:32:00
2.372220815607476,2.416568,389.628,697.2222,36.45833,36.4583320617676,RECOVERING,2018-04-13 10:33:00
2.372220815607476,2.484869,391.8202,696.2963,36.19791,36.4583320617676,RECOVERING,2018-04-13 10:34:00
2.372220815607476,2.381796,389.4751,685.1852,36.197914123535206,36.4583320617676,RECOVERING,2018-04-13 10:35:00
2.372220815607476,2.410616,389.2168,662.0369999999999,36.197914123535206,36.4583320617676,RECOVERING,2018-04-13 10:36:00
2.372220815607476,2.62928,390.5072,658.3333,36.19791,36.4583320617676,RECOVERING,2018-04-13 10:37:00
2.372220815607476,2.865575,390.6573,714.8148,36.4583320617676,36.4583320617676,RECOVERING,2018-04-13 10:38:00
2.372220815607476,2.974819,390.5135,711.574,36.71875,36.4583320617676,RECOVERING,2018-04-13 10:39:00
2.372220815607476,3.040907,390.1745,697.2222,36.71875,36.4583320617676,RECOVERING,2018-04-13 10:40:00
2.372220815607476,3.008442,390.131,735.6481,36.97916,36.4583320617676,RECOVERING,2018-04-13 10:41:00
2.372220815607476,2.952727,391.9685,752.3148,36.979164123535206,36.4583320617676,RECOVERING,2018-04-13 10:42:00
2.372220815607476,2.766299,390.7085,683.3333,36.97916,36.45833,RECOVERING,2018-04-13 10:43:00
2.372220815607476,2.733436,390.3186,722.6852,36.71875,36.4583320617676,RECOVERING,2018-04-13 10:44:00
2.372220815607476,2.573398,390.8794,711.574,36.71875,36.45833,RECOVERING,2018-04-13 10:45:00
2.372220815607476,2.607639,389.081,681.4814,36.97916,36.74768,RECOVERING,2018-04-13 10:46:00
2.372220815607476,2.473798,389.9511,708.7963,36.979164123535206,36.45833,RECOVERING,2018-04-13 10:47:00
2.372220815607476,2.5539650000000003,389.0458,700.0,36.979164123535206,36.45833,RECOVERING,2018-04-13 10:48:00
2.372220815607476,2.418924,389.0458,700.0,36.979164123535206,36.74768,RECOVERING,2018-04-13 10:49:00
2.372220815607476,2.227824,389.1967,673.6111,36.979164123535206,36.7476844787598,RECOVERING,2018-04-13 10:50:00
